issueId;IssueID2;condition;StockAvailable;Price
hbUAIkxs01o0fvN3;1;Very Fine;6;188.03
hbUAIkxs01o0fvN3;1;Fine;0;99.14
hbUAIkxs01o0fvN3;1;Average;6;90.63
hbUAIkxs01o0fvN3;1;Poor;2;171.36
zYIVquLMzmPQTuY4;2;Very Fine;3;49.29
zYIVquLMzmPQTuY4;2;Fine;7;77.46
zYIVquLMzmPQTuY4;2;Average;8;41.98
zYIVquLMzmPQTuY4;2;Poor;0;19.54
pLMV0KvUGJlb0pkh;3;Very Fine;7;71.55
pLMV0KvUGJlb0pkh;3;Fine;6;205.88
pLMV0KvUGJlb0pkh;3;Average;8;188.87
pLMV0KvUGJlb0pkh;3;Poor;7;196.54
lqwJyxsW1Nlx84yw;4;Very Fine;2;18.38
lqwJyxsW1Nlx84yw;4;Fine;9;219.60
lqwJyxsW1Nlx84yw;4;Average;6;186.53
lqwJyxsW1Nlx84yw;4;Poor;8;9.66
ZoKhuEG4USPWb9Zq;5;Very Fine;2;58.71
ZoKhuEG4USPWb9Zq;5;Fine;8;120.28
ZoKhuEG4USPWb9Zq;5;Average;0;43.06
ZoKhuEG4USPWb9Zq;5;Poor;5;169.98
ZoKhuEG4USPWb9Zq;5;Very Fine;6;214.11
ZoKhuEG4USPWb9Zq;5;Fine;3;0.17
ZoKhuEG4USPWb9Zq;5;Average;7;120.38
ZoKhuEG4USPWb9Zq;5;Poor;2;123.04
ttzLckGhHweudmnJ;6;Very Fine;5;31.46
ttzLckGhHweudmnJ;6;Fine;9;49.21
ttzLckGhHweudmnJ;6;Average;1;188.15
ttzLckGhHweudmnJ;6;Poor;8;97.24
ttzLckGhHweudmnJ;6;Very Fine;7;207.48
ttzLckGhHweudmnJ;6;Fine;6;19.08
ttzLckGhHweudmnJ;6;Average;1;9.72
ttzLckGhHweudmnJ;6;Poor;2;205.94
ttzLckGhHweudmnJ;6;Very Fine;7;114.37
ttzLckGhHweudmnJ;6;Fine;6;39.97
ttzLckGhHweudmnJ;6;Average;4;151.16
ttzLckGhHweudmnJ;6;Poor;2;41.15
OJz3o7jdnAzMuzml;7;Very Fine;0;201.52
OJz3o7jdnAzMuzml;7;Fine;8;187.01
OJz3o7jdnAzMuzml;7;Average;1;116.12
OJz3o7jdnAzMuzml;7;Poor;6;62.72
OJz3o7jdnAzMuzml;7;Very Fine;0;90.37
OJz3o7jdnAzMuzml;7;Fine;9;110.03
OJz3o7jdnAzMuzml;7;Average;3;20.68
OJz3o7jdnAzMuzml;7;Poor;0;58.53
SX2Rj2sz5Xzqpeyv;8;Very Fine;9;221.16
SX2Rj2sz5Xzqpeyv;8;Fine;4;186.97
SX2Rj2sz5Xzqpeyv;8;Average;6;55.48
SX2Rj2sz5Xzqpeyv;8;Poor;5;161.79
GDP867jNbqiDxgIu;9;Very Fine;4;159.12
GDP867jNbqiDxgIu;9;Fine;2;142.56
GDP867jNbqiDxgIu;9;Average;9;146.49
GDP867jNbqiDxgIu;9;Poor;1;180.41
4D20n1N1A0RXvBpq;10;Very Fine;7;75.09
4D20n1N1A0RXvBpq;10;Fine;5;69.30
4D20n1N1A0RXvBpq;10;Average;8;53.24
4D20n1N1A0RXvBpq;10;Poor;0;231.78
SHZsH9VZV3I8Hgn5;11;Very Fine;2;77.16
SHZsH9VZV3I8Hgn5;11;Fine;2;172.46
SHZsH9VZV3I8Hgn5;11;Average;3;52.97
SHZsH9VZV3I8Hgn5;11;Poor;8;133.68
eYO1vQAoGp214sA4;12;Very Fine;4;175.30
eYO1vQAoGp214sA4;12;Fine;1;2.20
eYO1vQAoGp214sA4;12;Average;0;205.78
eYO1vQAoGp214sA4;12;Poor;6;220.60
4pBcfvjCDmANFPOP;13;Very Fine;7;145.48
4pBcfvjCDmANFPOP;13;Fine;8;24.68
4pBcfvjCDmANFPOP;13;Average;5;65.84
4pBcfvjCDmANFPOP;13;Poor;0;236.81
toQWT6cU45powTvB;14;Very Fine;7;39.12
toQWT6cU45powTvB;14;Fine;3;157.66
toQWT6cU45powTvB;14;Average;0;171.86
toQWT6cU45powTvB;14;Poor;4;44.16
toQWT6cU45powTvB;14;;8;96.42
toQWT6cU45powTvB;14;;3;181.70
W4NhOxe5YRhmmuRb;15;Very Fine;0;177.10
W4NhOxe5YRhmmuRb;15;Fine;3;74.02
W4NhOxe5YRhmmuRb;15;Average;4;37.96
W4NhOxe5YRhmmuRb;15;Poor;0;52.51
W4NhOxe5YRhmmuRb;15;;8;4.10
W4NhOxe5YRhmmuRb;15;;1;226.20
W4NhOxe5YRhmmuRb;15;;4;124.54
W4NhOxe5YRhmmuRb;15;;7;224.28
W4NhOxe5YRhmmuRb;15;;1;84.45
W4NhOxe5YRhmmuRb;15;;7;95.28
Kc3tpVwC0wN3mbfc;16;Very Fine;7;216.55
Kc3tpVwC0wN3mbfc;16;Fine;4;162.84
Kc3tpVwC0wN3mbfc;16;Average;0;7.73
Kc3tpVwC0wN3mbfc;16;Poor;6;88.84
MpUWb5UnDYKQaDFL;17;Very Fine;1;102.82
MpUWb5UnDYKQaDFL;17;Fine;5;31.22
MpUWb5UnDYKQaDFL;17;Average;8;102.78
MpUWb5UnDYKQaDFL;17;Poor;5;30.42
udAy3mHeU1QOtSAY;18;Very Fine;6;100.49
udAy3mHeU1QOtSAY;18;Fine;4;178.60
udAy3mHeU1QOtSAY;18;Average;4;215.49
udAy3mHeU1QOtSAY;18;Poor;3;157.35
udAy3mHeU1QOtSAY;18;Very Fine;9;182.74
udAy3mHeU1QOtSAY;18;Fine;0;25.59
udAy3mHeU1QOtSAY;18;Average;0;223.28
udAy3mHeU1QOtSAY;18;Poor;6;223.86
YYySP9EWvx2FR4Qu;19;Very Fine;1;102.81
YYySP9EWvx2FR4Qu;19;Fine;2;69.04
YYySP9EWvx2FR4Qu;19;Average;8;225.71
YYySP9EWvx2FR4Qu;19;Poor;4;244.59
3z3IV5PUhHG6MGuO;20;Very Fine;7;35.67
3z3IV5PUhHG6MGuO;20;Fine;3;183.26
3z3IV5PUhHG6MGuO;20;Average;2;107.78
3z3IV5PUhHG6MGuO;20;Poor;2;192.57
CHzUjaBUAfFGxZwb;21;Very Fine;5;50.85
CHzUjaBUAfFGxZwb;21;Fine;9;201.88
CHzUjaBUAfFGxZwb;21;Average;7;150.43
CHzUjaBUAfFGxZwb;21;Poor;4;83.76
CHzUjaBUAfFGxZwb;21;Very Fine;5;99.14
CHzUjaBUAfFGxZwb;21;Fine;8;214.20
CHzUjaBUAfFGxZwb;21;Average;6;123.61
CHzUjaBUAfFGxZwb;21;Poor;4;19.25
2nnbMpzrubMCNzRk;22;Very Fine;9;76.28
2nnbMpzrubMCNzRk;22;Fine;3;227.35
2nnbMpzrubMCNzRk;22;Average;9;52.91
2nnbMpzrubMCNzRk;22;Poor;4;162.05
dL8FNSUMcg3CtcDg;23;Very Fine;6;192.96
dL8FNSUMcg3CtcDg;23;Fine;7;84.36
dL8FNSUMcg3CtcDg;23;Average;2;38.03
dL8FNSUMcg3CtcDg;23;Poor;6;174.57
fDeUYxlkb6NnmKZN;24;Very Fine;6;244.08
fDeUYxlkb6NnmKZN;24;Fine;3;62.18
fDeUYxlkb6NnmKZN;24;Average;0;91.98
fDeUYxlkb6NnmKZN;24;Poor;4;103.86
RYwhujA6gMp4I5JT;25;Very Fine;8;169.66
RYwhujA6gMp4I5JT;25;Fine;0;33.22
RYwhujA6gMp4I5JT;25;Average;9;23.09
RYwhujA6gMp4I5JT;25;Poor;7;246.44
68NH9yyc0NY5KgJu;26;Very Fine;9;154.42
68NH9yyc0NY5KgJu;26;Fine;6;94.01
68NH9yyc0NY5KgJu;26;Average;6;187.86
68NH9yyc0NY5KgJu;26;Poor;5;231.46
1S2iNI45LgXgcQFB;27;Very Fine;3;155.03
1S2iNI45LgXgcQFB;27;Fine;7;2.05
1S2iNI45LgXgcQFB;27;Average;5;152.96
1S2iNI45LgXgcQFB;27;Poor;7;78.60
x83RlqL6ComtmqGN;28;Very Fine;4;233.42
x83RlqL6ComtmqGN;28;Fine;7;24.62
x83RlqL6ComtmqGN;28;Average;7;86.65
x83RlqL6ComtmqGN;28;Poor;7;196.87
tqCCD6dyGdkVluZY;29;Very Fine;4;234.10
tqCCD6dyGdkVluZY;29;Fine;6;105.89
tqCCD6dyGdkVluZY;29;Average;0;197.45
tqCCD6dyGdkVluZY;29;Poor;2;172.19
l3CFWpuS2m0ISkM4;30;Very Fine;7;240.22
l3CFWpuS2m0ISkM4;30;Fine;9;141.29
l3CFWpuS2m0ISkM4;30;Average;2;16.43
l3CFWpuS2m0ISkM4;30;Poor;3;73.96
l3CFWpuS2m0ISkM4;30;Very Fine;4;137.71
l3CFWpuS2m0ISkM4;30;Fine;6;133.38
l3CFWpuS2m0ISkM4;30;Average;6;121.68
l3CFWpuS2m0ISkM4;30;Poor;3;230.13
l3CFWpuS2m0ISkM4;30;Very Fine;9;203.62
l3CFWpuS2m0ISkM4;30;Fine;9;232.84
l3CFWpuS2m0ISkM4;30;Average;4;40.13
l3CFWpuS2m0ISkM4;30;Poor;4;23.60
IjdahRTgEBVxnWSu;31;Very Fine;5;131.40
IjdahRTgEBVxnWSu;31;Fine;2;51.64
IjdahRTgEBVxnWSu;31;Average;1;196.06
IjdahRTgEBVxnWSu;31;Poor;2;108.65
0nJKnATGGD7PLt9x;32;Very Fine;2;23.13
0nJKnATGGD7PLt9x;32;Fine;2;39.73
0nJKnATGGD7PLt9x;32;Average;9;156.75
0nJKnATGGD7PLt9x;32;Poor;0;66.58
WxxjUbXVnTSUAnbe;33;Very Fine;5;228.99
WxxjUbXVnTSUAnbe;33;Fine;7;80.30
WxxjUbXVnTSUAnbe;33;Average;5;173.26
WxxjUbXVnTSUAnbe;33;Poor;3;248.06
CzsNFYE2vXN4uDGM;34;Very Fine;4;192.88
CzsNFYE2vXN4uDGM;34;Fine;8;114.60
CzsNFYE2vXN4uDGM;34;Average;3;138.83
CzsNFYE2vXN4uDGM;34;Poor;1;168.21
JPQM1GQurQUntljw;35;Very Fine;1;16.82
JPQM1GQurQUntljw;35;Fine;2;159.91
JPQM1GQurQUntljw;35;Average;2;185.37
JPQM1GQurQUntljw;35;Poor;1;151.49
JHEJLPhUFKKiLRsv;36;Very Fine;5;140.07
JHEJLPhUFKKiLRsv;36;Fine;4;12.54
JHEJLPhUFKKiLRsv;36;Average;7;40.34
JHEJLPhUFKKiLRsv;36;Poor;0;53.19
lFVxUKitoStrRYPj;37;Very Fine;7;28.42
lFVxUKitoStrRYPj;37;Fine;0;140.82
lFVxUKitoStrRYPj;37;Average;8;88.85
lFVxUKitoStrRYPj;37;Poor;5;204.19
WXm2JUVD3i5Ipvzy;38;Very Fine;2;9.59
WXm2JUVD3i5Ipvzy;38;Fine;3;168.48
WXm2JUVD3i5Ipvzy;38;Average;2;29.13
WXm2JUVD3i5Ipvzy;38;Poor;5;42.23
bRYsXpOi5gTWLHzC;39;Very Fine;1;197.95
bRYsXpOi5gTWLHzC;39;Fine;6;230.13
bRYsXpOi5gTWLHzC;39;Average;8;46.28
bRYsXpOi5gTWLHzC;39;Poor;5;109.81
dWJZA4EXGBkQ8hCO;40;Very Fine;7;110.07
dWJZA4EXGBkQ8hCO;40;Fine;8;57.99
dWJZA4EXGBkQ8hCO;40;Average;1;219.97
dWJZA4EXGBkQ8hCO;40;Poor;5;230.80
gXr2nWYTEmZKlm2m;41;Very Fine;9;111.00
gXr2nWYTEmZKlm2m;41;Fine;7;144.05
gXr2nWYTEmZKlm2m;41;Average;1;92.18
gXr2nWYTEmZKlm2m;41;Poor;2;21.61
FnpCfT6rSzBTZZTs;42;Very Fine;1;14.01
FnpCfT6rSzBTZZTs;42;Fine;4;133.51
FnpCfT6rSzBTZZTs;42;Average;7;49.19
FnpCfT6rSzBTZZTs;42;Poor;1;49.33
cS06vAT6NFJcxel7;43;Very Fine;5;169.99
cS06vAT6NFJcxel7;43;Fine;8;110.60
cS06vAT6NFJcxel7;43;Average;5;125.51
cS06vAT6NFJcxel7;43;Poor;6;227.68
gSM1lAbDm4H7BXrH;44;Very Fine;3;215.64
gSM1lAbDm4H7BXrH;44;Fine;5;149.20
gSM1lAbDm4H7BXrH;44;Average;3;225.66
gSM1lAbDm4H7BXrH;44;Poor;2;68.54
lc9T54ihdcMwMm38;45;Very Fine;0;155.51
lc9T54ihdcMwMm38;45;Fine;5;127.58
lc9T54ihdcMwMm38;45;Average;0;70.69
lc9T54ihdcMwMm38;45;Poor;3;81.38
qTcV5eV4gTbwYlkF;46;Very Fine;3;91.52
qTcV5eV4gTbwYlkF;46;Fine;3;217.79
qTcV5eV4gTbwYlkF;46;Average;6;170.10
qTcV5eV4gTbwYlkF;46;Poor;1;45.64
AdqWSAUBCR5aeJk6;47;Very Fine;4;176.92
AdqWSAUBCR5aeJk6;47;Fine;1;150.99
AdqWSAUBCR5aeJk6;47;Average;6;83.47
AdqWSAUBCR5aeJk6;47;Poor;4;108.85
zwcyzFWaN0dt3Lhh;48;Very Fine;6;139.41
zwcyzFWaN0dt3Lhh;48;Fine;6;43.14
zwcyzFWaN0dt3Lhh;48;Average;2;30.91
zwcyzFWaN0dt3Lhh;48;Poor;0;81.90
zwcyzFWaN0dt3Lhh;48;Very Fine;1;248.66
zwcyzFWaN0dt3Lhh;48;Fine;3;75.05
zwcyzFWaN0dt3Lhh;48;Average;1;3.40
zwcyzFWaN0dt3Lhh;48;Poor;9;79.32
39mB56FSt7QNEH01;49;Very Fine;9;200.87
39mB56FSt7QNEH01;49;Fine;2;100.02
39mB56FSt7QNEH01;49;Average;4;29.23
39mB56FSt7QNEH01;49;Poor;7;185.27
cjlLJCpbH27m6t6N;50;Very Fine;9;183.60
cjlLJCpbH27m6t6N;50;Fine;9;127.81
cjlLJCpbH27m6t6N;50;Average;7;168.95
cjlLJCpbH27m6t6N;50;Poor;6;111.00
0jEfu6DP0LNnKOzi;51;Very Fine;5;162.45
0jEfu6DP0LNnKOzi;51;Fine;8;221.67
0jEfu6DP0LNnKOzi;51;Average;7;83.35
0jEfu6DP0LNnKOzi;51;Poor;9;215.72
UH7fDFFfLZycfQpA;52;Very Fine;2;2.59
UH7fDFFfLZycfQpA;52;Fine;1;15.07
UH7fDFFfLZycfQpA;52;Average;2;249.94
UH7fDFFfLZycfQpA;52;Poor;1;137.43
6EvLscwWi4a2yG8e;53;Very Fine;2;76.06
6EvLscwWi4a2yG8e;53;Fine;2;139.45
6EvLscwWi4a2yG8e;53;Average;0;57.58
6EvLscwWi4a2yG8e;53;Poor;3;249.10
TuoX9zryRlOWT6sg;54;Very Fine;5;102.47
TuoX9zryRlOWT6sg;54;Fine;0;82.86
TuoX9zryRlOWT6sg;54;Average;6;140.81
TuoX9zryRlOWT6sg;54;Poor;8;84.48
h1E75Mu9jJkpJB1t;55;Very Fine;8;145.57
h1E75Mu9jJkpJB1t;55;Fine;3;229.36
h1E75Mu9jJkpJB1t;55;Average;4;80.10
h1E75Mu9jJkpJB1t;55;Poor;6;153.62
K4Od5UvguXCTdN1s;56;Very Fine;2;29.02
K4Od5UvguXCTdN1s;56;Fine;0;132.80
K4Od5UvguXCTdN1s;56;Average;6;176.85
K4Od5UvguXCTdN1s;56;Poor;5;207.97
1DS8KuAso0WS3y1B;57;Very Fine;0;108.82
1DS8KuAso0WS3y1B;57;Fine;7;73.71
1DS8KuAso0WS3y1B;57;Average;5;9.15
1DS8KuAso0WS3y1B;57;Poor;0;185.82
61jbyu9Eu1cTdLsj;58;Very Fine;1;22.91
61jbyu9Eu1cTdLsj;58;Fine;4;209.96
61jbyu9Eu1cTdLsj;58;Average;2;45.44
61jbyu9Eu1cTdLsj;58;Poor;5;106.19
72sYSbCvaDraRe7M;59;Very Fine;4;243.78
72sYSbCvaDraRe7M;59;Fine;1;99.59
72sYSbCvaDraRe7M;59;Average;4;70.48
72sYSbCvaDraRe7M;59;Poor;1;119.65
jqSaKpy5FrIHn9JU;60;Very Fine;0;130.82
jqSaKpy5FrIHn9JU;60;Fine;5;134.99
jqSaKpy5FrIHn9JU;60;Average;8;49.89
jqSaKpy5FrIHn9JU;60;Poor;7;102.35
jqSaKpy5FrIHn9JU;60;;1;182.58
jqSaKpy5FrIHn9JU;60;;6;69.09
jqSaKpy5FrIHn9JU;60;;4;126.44
jqSaKpy5FrIHn9JU;60;;9;2.85
jqSaKpy5FrIHn9JU;60;;3;172.61
jqSaKpy5FrIHn9JU;60;;8;20.66
hrp5phaGMvrnNYb9;61;Very Fine;5;117.34
hrp5phaGMvrnNYb9;61;Fine;9;118.52
hrp5phaGMvrnNYb9;61;Average;7;65.55
hrp5phaGMvrnNYb9;61;Poor;6;159.83
hrp5phaGMvrnNYb9;61;;3;24.33
hrp5phaGMvrnNYb9;61;;9;70.39
hrp5phaGMvrnNYb9;61;;0;199.31
hrp5phaGMvrnNYb9;61;;4;56.14
hrp5phaGMvrnNYb9;61;;3;49.66
hrp5phaGMvrnNYb9;61;;3;188.32
EzGuWyooLYLo3XbT;62;Very Fine;5;44.03
EzGuWyooLYLo3XbT;62;Fine;2;193.56
EzGuWyooLYLo3XbT;62;Average;3;24.18
EzGuWyooLYLo3XbT;62;Poor;6;68.53
QcYaWiWozmxbYnNv;63;Very Fine;3;83.72
QcYaWiWozmxbYnNv;63;Fine;4;83.47
QcYaWiWozmxbYnNv;63;Average;9;164.21
QcYaWiWozmxbYnNv;63;Poor;5;222.59
lVf4RCCcrV4QlIEi;64;Very Fine;0;149.18
lVf4RCCcrV4QlIEi;64;Fine;8;86.07
lVf4RCCcrV4QlIEi;64;Average;0;232.51
lVf4RCCcrV4QlIEi;64;Poor;2;95.22
t6RqIXeepH41kejy;65;Very Fine;6;99.56
t6RqIXeepH41kejy;65;Fine;1;178.77
t6RqIXeepH41kejy;65;Average;2;27.08
t6RqIXeepH41kejy;65;Poor;3;42.09
k2dylOyprohpJI9z;66;Very Fine;7;207.03
k2dylOyprohpJI9z;66;Fine;6;153.81
k2dylOyprohpJI9z;66;Average;0;41.61
k2dylOyprohpJI9z;66;Poor;6;82.74
f0Z6B4RBEDtMVXDS;67;Very Fine;5;115.14
f0Z6B4RBEDtMVXDS;67;Fine;1;239.07
f0Z6B4RBEDtMVXDS;67;Average;6;204.43
f0Z6B4RBEDtMVXDS;67;Poor;9;18.10
HkbZzcQ4Gpb7xxFU;68;Very Fine;8;27.49
HkbZzcQ4Gpb7xxFU;68;Fine;9;159.76
HkbZzcQ4Gpb7xxFU;68;Average;0;57.63
HkbZzcQ4Gpb7xxFU;68;Poor;3;28.83
KvAYhZTa1J4d2aYa;69;Very Fine;8;49.03
KvAYhZTa1J4d2aYa;69;Fine;9;50.89
KvAYhZTa1J4d2aYa;69;Average;3;75.37
KvAYhZTa1J4d2aYa;69;Poor;4;101.09
aArgTxCA1mCAvROd;70;Very Fine;4;121.51
aArgTxCA1mCAvROd;70;Fine;1;213.78
aArgTxCA1mCAvROd;70;Average;4;227.56
aArgTxCA1mCAvROd;70;Poor;8;106.17
l2hzs0KWUmUecZhK;71;Very Fine;3;117.26
l2hzs0KWUmUecZhK;71;Fine;8;237.42
l2hzs0KWUmUecZhK;71;Average;6;80.37
l2hzs0KWUmUecZhK;71;Poor;0;92.08
l2hzs0KWUmUecZhK;71;Very Fine;0;144.46
l2hzs0KWUmUecZhK;71;Fine;2;229.62
l2hzs0KWUmUecZhK;71;Average;0;93.07
l2hzs0KWUmUecZhK;71;Poor;0;216.04
l2hzs0KWUmUecZhK;71;Very Fine;8;204.56
l2hzs0KWUmUecZhK;71;Fine;1;172.56
l2hzs0KWUmUecZhK;71;Average;4;90.80
l2hzs0KWUmUecZhK;71;Poor;8;77.57
2PCyrXW8mXv9vOCA;72;Very Fine;3;137.64
2PCyrXW8mXv9vOCA;72;Fine;2;48.64
2PCyrXW8mXv9vOCA;72;Average;5;52.92
2PCyrXW8mXv9vOCA;72;Poor;7;80.26
gYup9Q3o4xiB0pss;73;Very Fine;5;9.75
gYup9Q3o4xiB0pss;73;Fine;8;208.54
gYup9Q3o4xiB0pss;73;Average;3;201.16
gYup9Q3o4xiB0pss;73;Poor;3;55.05
02Lx0ISQjSTyGkW5;74;Very Fine;8;132.29
02Lx0ISQjSTyGkW5;74;Fine;0;120.58
02Lx0ISQjSTyGkW5;74;Average;8;94.44
02Lx0ISQjSTyGkW5;74;Poor;2;202.46
xagFYHuPV6B7sISm;75;Very Fine;8;56.90
xagFYHuPV6B7sISm;75;Fine;8;14.52
xagFYHuPV6B7sISm;75;Average;7;175.39
xagFYHuPV6B7sISm;75;Poor;9;234.14
Hs3o51O8I4Uag3Zz;76;Very Fine;7;110.96
Hs3o51O8I4Uag3Zz;76;Fine;5;35.99
Hs3o51O8I4Uag3Zz;76;Average;6;187.19
Hs3o51O8I4Uag3Zz;76;Poor;5;68.23
uJZCfMj0vTliXqCM;77;Very Fine;4;170.73
uJZCfMj0vTliXqCM;77;Fine;7;6.17
uJZCfMj0vTliXqCM;77;Average;5;66.44
uJZCfMj0vTliXqCM;77;Poor;9;143.04
UQ3IAXi9lliaZxnp;78;Very Fine;7;106.15
UQ3IAXi9lliaZxnp;78;Fine;1;246.72
UQ3IAXi9lliaZxnp;78;Average;0;219.72
UQ3IAXi9lliaZxnp;78;Poor;7;110.32
xCVpkFks03JbASu3;79;Very Fine;9;247.40
xCVpkFks03JbASu3;79;Fine;1;173.99
xCVpkFks03JbASu3;79;Average;4;2.44
xCVpkFks03JbASu3;79;Poor;7;221.85
N4yuzD9ZMO9FQazQ;80;Very Fine;8;23.19
N4yuzD9ZMO9FQazQ;80;Fine;2;45.70
N4yuzD9ZMO9FQazQ;80;Average;0;249.39
N4yuzD9ZMO9FQazQ;80;Poor;3;208.28
kjs5myUcHqUX74Ds;81;Very Fine;0;137.31
kjs5myUcHqUX74Ds;81;Fine;1;189.77
kjs5myUcHqUX74Ds;81;Average;3;26.97
kjs5myUcHqUX74Ds;81;Poor;3;159.04
MyPTMgDK1sQnHMaa;82;Very Fine;1;188.14
MyPTMgDK1sQnHMaa;82;Fine;4;154.78
MyPTMgDK1sQnHMaa;82;Average;5;201.09
MyPTMgDK1sQnHMaa;82;Poor;9;84.00
elbQG8qyjGwYLwZe;83;Very Fine;0;151.76
elbQG8qyjGwYLwZe;83;Fine;7;212.73
elbQG8qyjGwYLwZe;83;Average;9;87.16
elbQG8qyjGwYLwZe;83;Poor;0;98.29
lFd9u5yymZkyTtbK;84;Very Fine;8;132.50
lFd9u5yymZkyTtbK;84;Fine;7;117.79
lFd9u5yymZkyTtbK;84;Average;0;66.84
lFd9u5yymZkyTtbK;84;Poor;0;62.49
pKnLzVUDB7T3LYpD;85;Very Fine;1;21.47
pKnLzVUDB7T3LYpD;85;Fine;4;75.59
pKnLzVUDB7T3LYpD;85;Average;8;108.94
pKnLzVUDB7T3LYpD;85;Poor;8;100.71
kCh7SQ9scR6eYdGe;86;Very Fine;6;203.41
kCh7SQ9scR6eYdGe;86;Fine;5;173.77
kCh7SQ9scR6eYdGe;86;Average;3;114.56
kCh7SQ9scR6eYdGe;86;Poor;7;244.89
vjSwTTKeLbKS5LO3;87;Very Fine;9;33.47
vjSwTTKeLbKS5LO3;87;Fine;3;140.41
vjSwTTKeLbKS5LO3;87;Average;8;205.09
vjSwTTKeLbKS5LO3;87;Poor;5;234.75
988iOcnhO1MSQ2EN;88;Very Fine;6;0.15
988iOcnhO1MSQ2EN;88;Fine;1;121.47
988iOcnhO1MSQ2EN;88;Average;5;146.70
988iOcnhO1MSQ2EN;88;Poor;2;109.04
wuaHLsQ7X1lkY9RG;89;Very Fine;6;203.12
wuaHLsQ7X1lkY9RG;89;Fine;8;61.97
wuaHLsQ7X1lkY9RG;89;Average;0;214.88
wuaHLsQ7X1lkY9RG;89;Poor;4;68.48
g6H2TbFFpR0bcgmV;90;Very Fine;7;34.28
g6H2TbFFpR0bcgmV;90;Fine;0;228.23
g6H2TbFFpR0bcgmV;90;Average;7;247.34
g6H2TbFFpR0bcgmV;90;Poor;0;248.66
8fFak9GIE7As1NR0;91;Very Fine;2;43.70
8fFak9GIE7As1NR0;91;Fine;8;173.23
8fFak9GIE7As1NR0;91;Average;4;122.99
8fFak9GIE7As1NR0;91;Poor;7;120.43
EFUhGywxA5q5AdYI;92;Very Fine;8;152.88
EFUhGywxA5q5AdYI;92;Fine;9;179.43
EFUhGywxA5q5AdYI;92;Average;7;135.31
EFUhGywxA5q5AdYI;92;Poor;6;186.60
rXm4mDeR4YGCfv4Z;93;Very Fine;0;188.13
rXm4mDeR4YGCfv4Z;93;Fine;4;217.01
rXm4mDeR4YGCfv4Z;93;Average;0;41.89
rXm4mDeR4YGCfv4Z;93;Poor;6;162.75
WrIYmGHXgjljF9b0;94;Very Fine;1;196.39
WrIYmGHXgjljF9b0;94;Fine;1;134.02
WrIYmGHXgjljF9b0;94;Average;4;98.13
WrIYmGHXgjljF9b0;94;Poor;4;175.41
WrIYmGHXgjljF9b0;94;Very Fine;5;72.89
WrIYmGHXgjljF9b0;94;Fine;5;192.60
WrIYmGHXgjljF9b0;94;Average;5;110.70
WrIYmGHXgjljF9b0;94;Poor;3;82.09
WrIYmGHXgjljF9b0;94;Very Fine;4;228.43
WrIYmGHXgjljF9b0;94;Fine;9;63.59
WrIYmGHXgjljF9b0;94;Average;6;219.22
WrIYmGHXgjljF9b0;94;Poor;6;18.97
WrIYmGHXgjljF9b0;94;Very Fine;6;49.92
WrIYmGHXgjljF9b0;94;Fine;2;80.04
WrIYmGHXgjljF9b0;94;Average;9;129.91
WrIYmGHXgjljF9b0;94;Poor;3;172.77
Qeio2O4bj5gQ00M8;95;Very Fine;1;200.72
Qeio2O4bj5gQ00M8;95;Fine;6;51.48
Qeio2O4bj5gQ00M8;95;Average;8;34.44
Qeio2O4bj5gQ00M8;95;Poor;9;117.89
m3Me6ellgM4ftDDK;96;Very Fine;3;184.84
m3Me6ellgM4ftDDK;96;Fine;4;4.51
m3Me6ellgM4ftDDK;96;Average;1;208.05
m3Me6ellgM4ftDDK;96;Poor;4;138.11
fSXv9zeqAzUkgzW6;97;Very Fine;8;35.91
fSXv9zeqAzUkgzW6;97;Fine;7;74.78
fSXv9zeqAzUkgzW6;97;Average;5;172.24
fSXv9zeqAzUkgzW6;97;Poor;9;110.12
nXVdhmS6eylXLNbO;98;Very Fine;0;36.40
nXVdhmS6eylXLNbO;98;Fine;7;68.14
nXVdhmS6eylXLNbO;98;Average;0;241.69
nXVdhmS6eylXLNbO;98;Poor;2;26.50
g8IFtrPNpctTqy43;99;Very Fine;5;139.84
g8IFtrPNpctTqy43;99;Fine;5;46.02
g8IFtrPNpctTqy43;99;Average;3;50.20
g8IFtrPNpctTqy43;99;Poor;3;191.35
K0gASUrVyTCwrbx7;100;Very Fine;2;70.49
K0gASUrVyTCwrbx7;100;Fine;6;220.38
K0gASUrVyTCwrbx7;100;Average;5;50.21
K0gASUrVyTCwrbx7;100;Poor;9;188.14
